# ALEPH 1994 run list, built 2026-09-18 by build_run_list.py
# database: aleph.db (ALEPH run database, SQLite); event-class counts: class_counts_raw_1994.json (count_event_classes.py)
# selection: VDET, ITC, TPC = P and no subsystem D; our veto 57 runs; truncated counters: class16 / n_z0 > 1.1
# lepton-pair monitor (class 15): 6.1201 per nb^-1 on 1215 PERF runs 1994-07-01..1994-09-30, 28.27 pb^-1 SICAL
# fill factor = lepton-pair / SICAL luminosity of the fill's clean runs; fill_rescaled = 1 when |factor - 1| > 0.05 and > 4.0 sigma
# luminosities in nb^-1; the luminosity policy is applied by src/run_list.py
run,fill,date,ecm_gev,run_quality,vdet,itc,tpc,ecal,hcal,sical,lcal,trigger,daq,run_coord,n_events,n_z0,n_bhabha,lumi_sical_nb,lumi_status,class15,class16,truncated,reason,selected,fill_factor,fill_factor_err,fill_rescaled,lumi_leptonpair_nb
29224,2395,1994-09-28,91.22,PERF,P,P,P,P,P,P,P,P,P,P,9127,800,2168,25.755,OK,145,798,0,ok,1,0.9858,0.0161,0,23.693
29225,2395,1994-09-28,91.22,MAYB,P,P,P,P,M,P,P,P,P,P,9019,779,2047,24.318,OK,152,778,0,ok,1,0.9858,0.0161,0,24.836
29226,2395,1994-09-28,91.22,MAYB,P,P,P,P,M,P,P,P,P,P,9156,755,2160,25.66,OK,144,754,0,ok,1,0.9858,0.0161,0,23.529
29227,2395,1994-09-28,91.22,PERF,P,P,P,P,P,P,P,P,P,P,9448,640,1953,23.201,OK,177,692,0,vetoed_tracking_quality,0,0.9858,0.0161,0,28.921
29228,2395,1994-09-28,91.218,PERF,P,P,P,P,P,P,P,P,P,P,9305,768,2244,26.657,OK,148,771,0,ok,1,0.9858,0.0161,0,24.183
29229,2395,1994-09-28,91.217,PERF,P,P,P,P,P,P,P,P,P,P,8988,761,2041,24.245,OK,147,761,0,ok,1,0.9858,0.0161,0,24.019
29230,2395,1994-09-28,91.217,PERF,P,P,P,P,P,P,P,P,P,P,2933,239,680,8.078,OK,66,238,0,ok,1,0.9858,0.0161,0,10.784
29232,2395,1994-09-28,91.217,PERF,P,P,P,P,P,P,P,P,P,P,9209,729,2100,24.946,OK,139,731,0,ok,1,0.9858,0.0161,0,22.712
29233,2395,1994-09-28,91.217,PERF,P,P,P,P,P,P,P,P,P,P,3225,227,720,8.553,OK,42,227,0,ok,1,0.9858,0.0161,0,6.863
29239,2396,1994-09-29,91.207,PERF,P,P,P,P,P,P,P,P,P,P,9735,683,1932,22.938,OK,127,683,0,ok,1,0.9204,0.0373,0,20.751
29240,2396,1994-09-29,91.208,PERF,P,P,P,P,P,P,P,P,P,P,9534,753,2256,26.786,OK,131,754,0,ok,1,0.9204,0.0373,0,21.405
29241,2396,1994-09-29,91.209,PERF,P,P,P,P,P,P,P,P,P,P,9059,768,2134,25.338,OK,155,768,0,ok,1,0.9204,0.0373,0,25.326
29242,2396,1994-09-29,91.21,PERF,P,P,P,P,P,P,P,P,P,P,9562,758,2155,25.588,OK,161,756,0,ok,1,0.9204,0.0373,0,26.307
29243,2396,1994-09-29,91.211,PERF,P,P,P,P,P,P,P,P,P,P,5126,409,1227,14.569,OK,75,409,0,ok,1,0.9204,0.0373,0,12.255
29248,2397,1994-09-29,91.205,PERF,P,P,P,P,P,P,P,P,P,P,10585,626,1855,22.029,OK,129,627,0,ok,1,1.0056,0.0194,0,21.078
29249,2397,1994-09-29,91.205,PERF,P,P,P,P,P,P,P,P,P,P,9764,680,1895,22.504,OK,152,680,0,ok,1,1.0056,0.0194,0,24.836
29250,2397,1994-09-29,91.206,PERF,P,P,P,P,P,P,P,P,P,P,9569,704,2075,24.642,OK,134,706,0,ok,1,1.0056,0.0194,0,21.895
29251,2397,1994-09-29,91.206,PERF,P,P,P,P,P,P,P,P,P,P,9464,731,2002,23.775,OK,149,731,0,ok,1,1.0056,0.0194,0,24.346
29252,2397,1994-09-29,91.207,PERF,P,P,P,P,P,P,P,P,P,P,9600,742,2116,25.129,OK,144,743,0,ok,1,1.0056,0.0194,0,23.529
29253,2397,1994-09-29,91.207,PERF,P,P,P,P,P,P,P,P,P,P,9616,738,2244,26.65,OK,140,738,0,ok,1,1.0056,0.0194,0,22.876
29254,2397,1994-09-29,91.208,PERF,P,P,P,P,P,P,P,P,P,P,9528,725,2286,27.149,OK,161,726,0,ok,1,1.0056,0.0194,0,26.307
29255,2397,1994-09-29,91.208,PERF,P,P,P,P,P,P,P,P,P,P,9233,736,2085,24.762,OK,179,736,0,ok,1,1.0056,0.0194,0,29.248
29256,2397,1994-09-29,91.209,PERF,P,P,P,P,P,P,P,P,P,P,9379,772,2211,26.259,OK,148,770,0,ok,1,1.0056,0.0194,0,24.183
29257,2397,1994-09-29,91.211,PERF,P,P,P,P,P,P,P,P,P,P,9116,769,2091,24.835,OK,170,769,0,ok,1,1.0056,0.0194,0,27.777
29258,2397,1994-09-29,91.212,PERF,P,P,P,P,P,P,P,P,P,P,9085,780,2225,26.427,OK,160,781,0,ok,1,1.0056,0.0194,0,26.143
29259,2397,1994-09-30,91.211,PERF,P,P,P,P,P,P,P,P,P,P,9284,759,1963,23.315,OK,133,760,0,ok,1,1.0056,0.0194,0,21.732
29260,2397,1994-09-30,91.213,PERF,P,P,P,P,P,P,P,P,P,P,9361,715,2028,24.087,OK,153,715,0,ok,1,1.0056,0.0194,0,25.000
29261,2397,1994-09-30,91.213,PERF,P,P,P,P,P,P,P,P,P,P,2972,249,733,8.706,OK,48,250,0,ok,1,1.0056,0.0194,0,7.843
29263,2397,1994-09-30,91.213,PERF,P,P,P,P,P,P,P,P,P,P,8932,807,2114,25.109,OK,146,806,0,ok,1,1.0056,0.0194,0,23.856
29264,2397,1994-09-30,91.213,PERF,P,P,P,P,P,P,P,P,P,P,8897,819,2161,25.667,OK,144,817,0,ok,1,1.0056,0.0194,0,23.529
29265,2397,1994-09-30,91.212,PERF,P,P,P,P,P,P,P,P,P,P,8975,793,2167,25.738,OK,174,794,0,ok,1,1.0056,0.0194,0,28.431
29266,2397,1994-09-30,91.212,PERF,P,P,P,P,P,P,P,P,P,P,9034,778,2265,26.902,OK,185,779,0,ok,1,1.0056,0.0194,0,30.228
29267,2397,1994-09-30,91.211,PERF,P,P,P,P,P,P,P,P,P,P,3080,263,742,8.813,OK,53,262,0,ok,1,1.0056,0.0194,0,8.660
29268,2397,1994-09-30,91.209,PERF,P,P,P,P,P,P,P,P,P,P,9060,747,2102,24.964,OK,170,746,0,ok,1,1.0056,0.0194,0,27.777
29269,2397,1994-09-30,91.208,PERF,P,P,P,P,P,P,P,P,P,P,917,53,233,2.767,OK,22,53,0,ok,1,1.0056,0.0194,0,3.595
29274,2398,1994-09-30,91.201,PERF,P,P,P,P,P,P,P,P,P,P,9727,512,1518,18.025,OK,128,547,0,ok,1,1.0540,0.0317,0,20.915
29275,2398,1994-09-30,91.203,PERF,P,P,P,P,P,P,P,P,P,P,9431,594,1564,18.571,OK,121,636,0,ok,1,1.0540,0.0317,0,19.771
29276,2398,1994-09-30,91.206,PERF,P,P,P,P,P,P,P,P,P,P,9194,675,1961,23.287,OK,166,676,0,ok,1,1.0540,0.0317,0,27.124
29277,2398,1994-09-30,91.208,PERF,P,P,P,P,P,P,P,P,P,P,9079,687,1884,22.374,OK,125,691,0,ok,1,1.0540,0.0317,0,20.425
29278,2398,1994-09-30,91.21,PERF,P,P,P,P,P,P,P,P,P,P,9206,687,2054,24.394,OK,139,688,0,ok,1,1.0540,0.0317,0,22.712
29279,2398,1994-09-30,91.212,PERF,P,P,P,P,P,P,P,P,P,P,9280,750,2057,24.43,OK,145,751,0,ok,1,1.0540,0.0317,0,23.693
29280,2398,1994-09-30,91.214,PERF,P,P,P,P,P,P,P,P,P,P,9364,621,1729,20.536,OK,152,636,0,ok,1,1.0540,0.0317,0,24.836
29281,2398,1994-09-30,91.215,PERF,P,P,P,P,P,P,P,P,P,P,9276,722,1985,23.577,OK,158,722,0,ok,1,1.0540,0.0317,0,25.817
29282,2398,1994-09-30,91.216,PERF,P,P,P,P,P,P,P,P,P,P,3275,255,756,8.979,OK,54,255,0,ok,1,1.0540,0.0317,0,8.823
29293,2400,1994-09-30,91.203,MAYB,P,P,P,P,M,P,P,P,P,P,11746,435,1169,13.882,OK,156,515,1,truncated_counters,0,0.9984,0.0196,0,25.490
29295,2400,1994-09-30,91.205,MAYB,P,P,P,P,M,P,P,P,P,P,9704,673,1981,23.525,OK,149,673,0,ok,1,0.9984,0.0196,0,24.346
29296,2400,1994-09-30,91.205,MAYB,P,P,P,P,M,P,P,P,P,P,9713,728,2149,25.521,OK,137,729,0,ok,1,0.9984,0.0196,0,22.385
29297,2400,1994-10-01,91.204,MAYB,P,P,P,P,M,P,P,P,P,P,9224,754,2020,23.988,OK,143,754,0,ok,1,0.9984,0.0196,0,23.366
29298,2400,1994-10-01,91.208,MAYB,P,P,P,P,M,P,P,P,P,P,9531,759,2269,26.947,OK,153,759,0,ok,1,0.9984,0.0196,0,25.000
29299,2400,1994-10-01,91.209,MAYB,P,P,P,P,M,P,P,P,P,P,7733,655,1843,21.889,OK,130,655,0,ok,1,0.9984,0.0196,0,21.242
29300,2400,1994-10-01,91.21,MAYB,P,P,P,P,M,P,P,P,P,P,9372,736,2207,26.212,OK,165,735,0,ok,1,0.9984,0.0196,0,26.960
29301,2400,1994-10-01,91.21,MAYB,P,P,P,P,M,P,P,P,P,P,9242,760,2193,26.046,OK,175,760,0,ok,1,0.9984,0.0196,0,28.594
29302,2400,1994-10-01,91.21,MAYB,P,P,P,P,M,P,P,P,P,P,8889,773,2062,24.49,OK,172,772,0,ok,1,0.9984,0.0196,0,28.104
29303,2400,1994-10-01,91.211,MAYB,P,P,P,P,M,P,P,P,P,P,9159,773,2199,26.118,OK,174,771,0,ok,1,0.9984,0.0196,0,28.431
29304,2400,1994-10-01,91.211,MAYB,P,P,P,P,M,P,P,P,P,P,9055,785,2174,25.821,OK,136,785,0,ok,1,0.9984,0.0196,0,22.222
29305,2400,1994-10-01,91.211,MAYB,P,P,P,P,M,P,P,P,P,P,938,69,231,2.744,OK,13,69,0,ok,1,0.9984,0.0196,0,2.124
29306,2400,1994-10-01,91.211,MAYB,P,P,P,P,M,P,P,P,P,P,8847,796,2103,24.977,OK,153,796,0,ok,1,0.9984,0.0196,0,25.000
29307,2400,1994-10-01,91.21,MAYB,P,P,P,P,M,P,P,P,P,P,7695,674,1896,22.519,OK,143,675,0,ok,1,0.9984,0.0196,0,23.366
29308,2400,1994-10-01,91.209,MAYB,P,P,P,P,M,P,P,P,P,P,8940,773,2229,26.473,OK,165,773,0,ok,1,0.9984,0.0196,0,26.960
29309,2400,1994-10-01,91.208,MAYB,P,P,P,P,M,P,P,P,P,P,8991,769,2117,25.143,OK,155,765,0,ok,1,0.9984,0.0196,0,25.326
29310,2400,1994-10-01,91.207,MAYB,P,P,P,P,M,P,P,P,P,P,8334,710,2021,24.002,OK,138,709,0,ok,1,0.9984,0.0196,0,22.549
29311,2400,1994-10-01,91.205,MAYB,P,P,P,P,M,P,P,P,P,P,9174,757,2262,26.863,OK,154,756,0,ok,1,0.9984,0.0196,0,25.163
29312,2400,1994-10-01,91.205,MAYB,P,P,P,P,M,P,P,P,P,P,8786,719,1825,21.673,OK,139,764,0,vetoed_tracking_quality,0,0.9984,0.0196,0,22.712
29313,2400,1994-10-01,91.202,MAYB,P,P,P,P,M,P,P,P,P,P,8877,796,2159,25.637,OK,154,790,0,ok,1,0.9984,0.0196,0,25.163
29314,2400,1994-10-01,91.202,MAYB,P,P,P,P,M,P,P,P,P,P,8541,746,2072,24.605,OK,162,747,0,ok,1,0.9984,0.0196,0,26.470
29321,2402,1994-10-01,91.144,MAYB,P,P,P,P,D,P,P,P,P,P,9508,661,1755,20.795,OK,137,660,0,flags,0,1.0058,0.0235,0,22.385
29322,2402,1994-10-01,91.144,MAYB,P,P,P,P,D,P,P,P,P,P,7518,556,1498,17.75,OK,86,557,0,flags,0,1.0058,0.0235,0,14.052
29323,2402,1994-10-01,91.144,MAYB,P,P,P,P,D,P,P,P,P,P,6391,449,1316,15.593,OK,108,448,0,flags,0,1.0058,0.0235,0,17.647
29324,2402,1994-10-01,91.144,MAYB,P,P,P,P,D,P,P,P,P,P,9558,743,2074,24.575,OK,156,744,0,flags,0,1.0058,0.0235,0,25.490
29325,2402,1994-10-01,91.144,MAYB,P,P,P,P,D,P,P,P,P,P,9391,754,2150,25.476,OK,167,755,0,flags,0,1.0058,0.0235,0,27.287
29326,2402,1994-10-01,91.144,MAYB,P,P,P,P,D,P,P,P,P,P,8060,679,1926,22.821,OK,136,677,0,flags,0,1.0058,0.0235,0,22.222
29327,2402,1994-10-01,91.144,MAYB,P,P,P,P,D,P,P,P,P,P,9030,772,2152,25.499,OK,167,773,0,flags,0,1.0058,0.0235,0,27.287
29328,2402,1994-10-01,91.144,MAYB,P,P,P,P,D,P,P,P,P,P,9240,742,2147,25.44,OK,143,741,0,flags,0,1.0058,0.0235,0,23.366
29329,2402,1994-10-01,91.144,MAYB,P,P,P,P,D,P,P,P,P,P,9185,767,2090,24.765,OK,140,766,0,flags,0,1.0058,0.0235,0,22.876
29330,2402,1994-10-01,91.144,MAYB,P,P,P,P,D,P,P,P,P,P,9170,776,2106,24.954,OK,162,775,0,flags,0,1.0058,0.0235,0,26.470
29331,2402,1994-10-01,91.144,MAYB,P,P,P,P,D,P,P,P,P,P,9108,776,2157,25.559,OK,139,776,0,flags,0,1.0058,0.0235,0,22.712
29332,2402,1994-10-01,91.144,MAYB,P,P,P,P,D,P,P,P,P,P,3820,339,900,10.664,OK,74,340,0,flags,0,1.0058,0.0235,0,12.091
29333,2402,1994-10-01,91.144,MAYB,P,P,P,P,D,P,P,P,P,P,8902,736,2284,27.063,OK,145,736,0,flags,0,1.0058,0.0235,0,23.693
29334,2402,1994-10-02,91.144,MAYB,P,P,P,P,D,P,P,P,P,P,8704,767,2159,25.582,OK,165,765,0,flags,0,1.0058,0.0235,0,26.960
29335,2402,1994-10-02,91.144,MAYB,P,P,P,P,D,P,P,P,P,P,9004,764,2168,25.689,OK,182,763,0,flags,0,1.0058,0.0235,0,29.738
29336,2402,1994-10-02,91.144,MAYB,P,P,P,P,D,P,P,P,P,P,8933,747,2215,26.246,OK,163,748,0,flags,0,1.0058,0.0235,0,26.634
29337,2402,1994-10-02,91.144,MAYB,P,P,P,P,D,P,P,P,P,P,1278,113,344,4.076,OK,21,113,0,flags,0,1.0058,0.0235,0,3.431
29345,2408,1994-10-02,91.144,MAYB,P,P,P,P,D,P,P,P,P,P,10190,39,99,1.173,OK,129,575,1,flags,0,0.9806,0.0267,0,21.078
29346,2408,1994-10-02,91.144,MAYB,P,P,P,P,D,P,P,P,P,P,9608,20,65,0.77,OK,142,661,1,flags,0,0.9806,0.0267,0,23.202
29347,2408,1994-10-02,91.144,MAYB,P,P,P,P,D,P,P,P,P,P,9766,23,48,0.569,OK,152,705,1,flags,0,0.9806,0.0267,0,24.836
29348,2408,1994-10-02,91.144,MAYB,P,P,P,P,D,P,P,P,P,P,9361,11,20,0.237,OK,156,703,1,flags,0,0.9806,0.0267,0,25.490
29349,2408,1994-10-02,91.144,MAYB,P,P,P,P,D,P,P,P,P,P,9177,0,,,Unkn,152,727,0,flags,0,0.9806,0.0267,0,24.836
29350,2408,1994-10-02,91.144,MAYB,P,P,P,P,D,P,P,P,P,P,9437,182,394,4.669,OK,153,708,1,flags,0,0.9806,0.0267,0,25.000
29351,2408,1994-10-02,91.144,MAYB,P,P,P,P,D,P,P,P,P,P,9291,303,644,7.631,OK,143,722,1,flags,0,0.9806,0.0267,0,23.366
29352,2408,1994-10-02,91.144,MAYB,P,P,P,P,D,P,P,P,P,P,5642,278,808,9.574,OK,86,432,1,flags,0,0.9806,0.0267,0,14.052
29353,2408,1994-10-02,91.144,MAYB,P,P,P,P,D,P,P,P,P,P,9125,24,68,0.806,OK,145,730,1,flags,0,0.9806,0.0267,0,23.693
29354,2408,1994-10-03,91.144,MAYB,P,P,P,P,D,P,P,P,P,P,8931,323,868,10.285,OK,158,761,1,flags,0,0.9806,0.0267,0,25.817
29355,2408,1994-10-03,91.144,MAYB,P,P,P,P,D,P,P,P,P,P,2392,190,557,6.6,OK,40,190,0,flags,0,0.9806,0.0267,0,6.536
29356,2408,1994-10-03,91.144,MAYB,P,P,P,P,D,P,P,P,P,P,9011,768,2167,25.677,OK,172,769,0,flags,0,0.9806,0.0267,0,28.104
29357,2408,1994-10-03,91.144,MAYB,P,P,P,P,D,P,P,P,P,P,8941,758,2164,25.641,OK,145,756,0,flags,0,0.9806,0.0267,0,23.693
29358,2408,1994-10-03,91.144,MAYB,P,P,P,P,D,P,P,P,P,P,8886,690,1994,23.627,OK,148,695,0,flags,0,0.9806,0.0267,0,24.183
29360,2408,1994-10-03,91.144,MAYB,P,P,P,P,D,P,P,P,P,P,9062,736,2170,25.713,OK,156,735,0,flags,0,0.9806,0.0267,0,25.490
29361,2408,1994-10-03,91.144,MAYB,P,P,P,P,D,P,P,P,P,P,9141,743,2048,24.267,OK,153,742,0,flags,0,0.9806,0.0267,0,25.000
29363,2408,1994-10-03,91.144,MAYB,P,P,P,P,D,P,P,P,P,P,8800,722,2018,23.911,OK,137,721,0,flags,0,0.9806,0.0267,0,22.385
29364,2408,1994-10-03,91.144,MAYB,P,P,P,P,D,P,P,P,P,P,8923,740,2100,24.883,OK,152,740,0,flags,0,0.9806,0.0267,0,24.836
29365,2408,1994-10-03,91.144,MAYB,P,P,P,P,D,P,P,P,P,P,9196,751,2022,23.959,OK,137,751,0,flags,0,0.9806,0.0267,0,22.385
29366,2408,1994-10-03,91.144,MAYB,P,P,P,P,D,P,P,P,P,P,9102,759,2182,25.855,OK,136,759,0,flags,0,0.9806,0.0267,0,22.222
29367,2408,1994-10-03,91.144,MAYB,P,P,P,P,D,P,P,P,P,P,3590,265,857,10.155,OK,66,265,0,flags,0,0.9806,0.0267,0,10.784
29373,2410,1994-10-03,91.144,MAYB,P,P,P,P,D,P,P,P,P,P,9657,685,1816,21.565,OK,106,686,0,flags,0,0.9698,0.0178,0,17.320
29374,2410,1994-10-03,91.144,MAYB,P,P,P,P,D,P,P,P,P,P,9364,692,1870,22.207,OK,144,691,0,flags,0,0.9698,0.0178,0,23.529
29376,2410,1994-10-03,91.144,MAYB,P,P,P,P,D,P,P,P,P,P,9381,723,1976,23.465,OK,145,722,0,flags,0,0.9698,0.0178,0,23.693
29378,2410,1994-10-03,91.144,MAYB,P,P,P,P,D,P,P,P,P,P,8893,725,1887,22.409,OK,140,724,0,flags,0,0.9698,0.0178,0,22.876
29379,2410,1994-10-03,91.144,MAYB,P,P,P,P,D,P,P,P,P,P,9021,706,1915,22.741,OK,134,706,0,flags,0,0.9698,0.0178,0,21.895
29380,2410,1994-10-03,91.144,MAYB,P,P,P,P,D,P,P,P,P,P,8500,675,1845,21.91,OK,127,674,0,flags,0,0.9698,0.0178,0,20.751
29381,2410,1994-10-03,91.207,PERF,P,P,P,P,P,P,P,P,P,P,9350,730,2123,25.214,OK,173,729,0,ok,1,0.9698,0.0178,0,28.268
29382,2410,1994-10-03,91.207,PERF,P,P,P,P,P,P,P,P,P,P,9227,701,2093,24.857,OK,150,701,0,ok,1,0.9698,0.0178,0,24.510
29383,2410,1994-10-03,91.207,PERF,P,P,P,P,P,P,P,P,P,P,9132,722,2089,24.81,OK,133,722,0,ok,1,0.9698,0.0178,0,21.732
29384,2410,1994-10-03,91.207,PERF,P,P,P,P,P,P,P,P,P,P,9189,732,2141,25.427,OK,134,733,0,ok,1,0.9698,0.0178,0,21.895
29385,2410,1994-10-03,91.206,PERF,P,P,P,P,P,P,P,P,P,P,8737,765,2053,24.382,OK,143,767,0,ok,1,0.9698,0.0178,0,23.366
29386,2410,1994-10-03,91.205,PERF,P,P,P,P,P,P,P,P,P,P,9170,757,2161,25.664,OK,151,756,0,ok,1,0.9698,0.0178,0,24.673
29387,2410,1994-10-03,91.205,PERF,P,P,P,P,P,P,P,P,P,P,1899,169,462,5.487,OK,34,169,0,ok,1,0.9698,0.0178,0,5.555
29388,2410,1994-10-03,91.203,PERF,P,P,P,P,P,P,P,P,P,P,8736,770,2082,24.725,OK,153,770,0,ok,1,0.9698,0.0178,0,25.000
29389,2410,1994-10-03,91.202,PERF,P,P,P,P,P,P,P,P,P,P,9404,747,2332,27.693,OK,171,744,0,ok,1,0.9698,0.0178,0,27.941
29390,2410,1994-10-03,91.201,PERF,P,P,P,P,P,P,P,P,P,P,8752,771,2161,25.661,OK,153,771,0,ok,1,0.9698,0.0178,0,25.000
29391,2410,1994-10-03,91.2,PERF,P,P,P,P,P,P,P,P,P,P,8860,751,2207,26.207,OK,166,752,0,ok,1,0.9698,0.0178,0,27.124
29392,2410,1994-10-03,91.199,PERF,P,P,P,P,P,P,P,P,P,P,8896,784,2294,27.24,OK,169,784,0,ok,1,0.9698,0.0178,0,27.614
29393,2410,1994-10-03,91.198,PERF,P,P,P,P,P,P,P,P,P,P,8732,773,2173,25.802,OK,151,772,0,ok,1,0.9698,0.0178,0,24.673
29394,2410,1994-10-03,91.198,PERF,P,P,P,P,P,P,P,P,P,P,8861,788,2151,25.541,OK,165,788,0,ok,1,0.9698,0.0178,0,26.960
29395,2410,1994-10-03,91.198,PERF,P,P,P,P,P,P,P,P,P,P,8533,813,2254,26.764,OK,149,813,0,ok,1,0.9698,0.0178,0,24.346
29396,2410,1994-10-04,91.198,PERF,P,P,P,P,P,P,P,P,P,P,8425,817,2225,26.42,OK,134,816,0,ok,1,0.9698,0.0178,0,21.895
29397,2410,1994-10-04,91.199,PERF,P,P,P,P,P,P,P,P,P,P,2603,195,523,6.21,OK,35,195,0,ok,1,0.9698,0.0178,0,5.719
29399,2411,1994-10-04,91.204,PERF,P,P,P,P,P,P,P,P,P,P,9680,597,1716,20.378,OK,129,595,0,ok,1,1.0063,0.0216,0,21.078
29400,2411,1994-10-04,91.205,PERF,P,P,P,P,P,P,P,P,P,P,9464,645,1850,21.97,OK,126,647,0,ok,1,1.0063,0.0216,0,20.588
29401,2411,1994-10-04,91.206,PERF,P,P,P,P,P,P,P,P,P,P,9483,699,1902,22.588,OK,150,697,0,ok,1,1.0063,0.0216,0,24.510
29402,2411,1994-10-04,91.207,PERF,P,P,P,P,P,P,P,P,P,P,9130,754,2102,24.964,OK,163,755,0,ok,1,1.0063,0.0216,0,26.634
29403,2411,1994-10-04,91.207,PERF,P,P,P,P,P,P,P,P,P,P,9104,746,2109,25.047,OK,153,747,0,ok,1,1.0063,0.0216,0,25.000
29404,2411,1994-10-04,91.206,PERF,P,P,P,P,P,P,P,P,P,P,8778,794,2110,25.058,OK,159,794,0,ok,1,1.0063,0.0216,0,25.980
29405,2411,1994-10-04,91.206,PERF,P,P,P,P,P,P,P,P,P,P,9150,770,2180,25.889,OK,146,768,0,ok,1,1.0063,0.0216,0,23.856
29406,2411,1994-10-04,91.203,PERF,P,P,P,P,P,P,P,P,P,P,9076,770,2180,25.888,OK,152,769,0,ok,1,1.0063,0.0216,0,24.836
29407,2411,1994-10-04,91.202,PERF,P,P,P,P,P,P,P,P,P,P,9174,742,2150,25.531,OK,169,743,0,ok,1,1.0063,0.0216,0,27.614
29408,2411,1994-10-04,91.202,PERF,P,P,P,P,P,P,P,P,P,P,8942,762,2146,25.483,OK,169,762,0,ok,1,1.0063,0.0216,0,27.614
29409,2411,1994-10-04,91.202,PERF,P,P,P,P,P,P,P,P,P,P,8899,781,2180,25.887,OK,153,781,0,ok,1,1.0063,0.0216,0,25.000
29410,2411,1994-10-04,91.203,PERF,P,P,P,P,P,P,P,P,P,P,8990,769,2208,26.22,OK,161,770,0,ok,1,1.0063,0.0216,0,26.307
29411,2411,1994-10-04,91.204,PERF,P,P,P,P,P,P,P,P,P,P,8916,772,2117,25.14,OK,159,772,0,ok,1,1.0063,0.0216,0,25.980
29412,2411,1994-10-04,91.206,PERF,P,P,P,P,P,P,P,P,P,P,9187,752,2189,25.996,OK,137,752,0,ok,1,1.0063,0.0216,0,22.385
29413,2411,1994-10-04,91.208,PERF,P,P,P,P,P,P,P,P,P,P,9090,721,2039,24.216,OK,148,722,0,ok,1,1.0063,0.0216,0,24.183
29414,2411,1994-10-04,91.21,PERF,P,P,P,P,P,P,P,P,P,P,2548,186,598,7.102,OK,50,187,0,ok,1,1.0063,0.0216,0,8.170
29423,2412,1994-10-04,91.19,PERF,P,P,P,P,P,P,P,P,P,P,9765,695,2033,24.135,OK,135,695,0,ok,1,0.9775,0.0175,0,22.059
29424,2412,1994-10-04,91.191,PERF,P,P,P,P,P,P,P,P,P,P,9540,742,2073,24.611,OK,136,741,0,ok,1,0.9775,0.0175,0,22.222
29425,2412,1994-10-05,91.193,PERF,P,P,P,P,P,P,P,P,P,P,9791,721,2082,24.719,OK,149,720,0,ok,1,0.9775,0.0175,0,24.346
29426,2412,1994-10-05,91.194,PERF,P,P,P,P,P,P,P,P,P,P,9513,727,2123,25.206,OK,160,724,0,ok,1,0.9775,0.0175,0,26.143
29427,2412,1994-10-05,91.195,PERF,P,P,P,P,P,P,P,P,P,P,9471,725,2121,25.182,OK,146,726,0,ok,1,0.9775,0.0175,0,23.856
29428,2412,1994-10-05,91.196,PERF,P,P,P,P,P,P,P,P,P,P,9654,717,2159,25.634,OK,149,717,0,ok,1,0.9775,0.0175,0,24.346
29429,2412,1994-10-05,91.197,PERF,P,P,P,P,P,P,P,P,P,P,9381,770,2143,25.445,OK,161,769,0,ok,1,0.9775,0.0175,0,26.307
29430,2412,1994-10-05,91.199,PERF,P,P,P,P,P,P,P,P,P,P,5284,448,1205,14.308,OK,85,447,0,ok,1,0.9775,0.0175,0,13.889
29431,2412,1994-10-05,91.201,PERF,P,P,P,P,P,P,P,P,P,P,9353,776,2238,26.575,OK,142,776,0,ok,1,0.9775,0.0175,0,23.202
29432,2412,1994-10-05,91.203,PERF,P,P,P,P,P,P,P,P,P,P,9231,799,2153,25.567,OK,166,798,0,ok,1,0.9775,0.0175,0,27.124
29433,2412,1994-10-05,91.205,PERF,P,P,P,P,P,P,P,P,P,P,9229,794,2211,26.257,OK,144,793,0,ok,1,0.9775,0.0175,0,23.529
29434,2412,1994-10-05,91.206,PERF,P,P,P,P,P,P,P,P,P,P,9067,780,2215,26.305,OK,160,779,0,ok,1,0.9775,0.0175,0,26.143
29435,2412,1994-10-05,91.208,PERF,P,P,P,P,P,P,P,P,P,P,9137,799,2212,26.271,OK,141,800,0,ok,1,0.9775,0.0175,0,23.039
29436,2412,1994-10-05,91.21,PERF,P,P,P,P,P,P,P,P,P,P,9163,769,2258,26.818,OK,166,770,0,ok,1,0.9775,0.0175,0,27.124
29437,2412,1994-10-05,91.212,PERF,P,P,P,P,P,P,P,P,P,P,8906,804,2172,25.798,OK,151,805,0,ok,1,0.9775,0.0175,0,24.673
29438,2412,1994-10-05,91.213,PERF,P,P,P,P,P,P,P,P,P,P,8959,752,2045,24.29,OK,142,751,0,ok,1,0.9775,0.0175,0,23.202
29439,2412,1994-10-05,91.213,PERF,P,P,P,P,P,P,P,P,P,P,8978,790,2186,25.964,OK,151,791,0,ok,1,0.9775,0.0175,0,24.673
29440,2412,1994-10-05,91.212,PERF,P,P,P,P,P,P,P,P,P,P,2369,184,443,5.262,OK,35,184,0,ok,1,0.9775,0.0175,0,5.719
29443,2412,1994-10-05,91.208,PERF,P,P,P,P,P,P,P,P,P,P,9238,798,2354,27.957,OK,182,798,0,ok,1,0.9775,0.0175,0,29.738
29445,2412,1994-10-05,91.206,PERF,P,P,P,P,P,P,P,P,P,P,8674,800,2105,24.999,OK,166,801,0,ok,1,0.9775,0.0175,0,27.124
